"","region","date","cases"
"1","Afghanistan",20-01-22,0
"2","Albania",20-01-22,0
"3","Algeria",20-01-22,0
"4","Andorra",20-01-22,0
"5","Angola",20-01-22,0
"6","Antigua and Barbuda",20-01-22,0
"7","Argentina",20-01-22,0
"8","Armenia",20-01-22,0
"9","Australia",20-01-22,0
"10","Austria",20-01-22,0
"11","Azerbaijan",20-01-22,0
"12","Bahamas",20-01-22,0
"13","Bahrain",20-01-22,0
"14","Bangladesh",20-01-22,0
"15","Barbados",20-01-22,0
"16","Belarus",20-01-22,0
"17","Belgium",20-01-22,0
"18","Belize",20-01-22,0
"19","Benin",20-01-22,0
"20","Bhutan",20-01-22,0
"21","Bolivia",20-01-22,0
"22","Bosnia and Herzegovina",20-01-22,0
"23","Botswana",20-01-22,0
"24","Brazil",20-01-22,0
"25","Brunei",20-01-22,0
"26","Bulgaria",20-01-22,0
"27","Burkina Faso",20-01-22,0
"28","Burma",20-01-22,0
"29","Burundi",20-01-22,0
"30","Cabo Verde",20-01-22,0
"31","Cambodia",20-01-22,0
"32","Cameroon",20-01-22,0
"33","Canada",20-01-22,0
"34","Central African Republic",20-01-22,0
"35","Chad",20-01-22,0
"36","Chile",20-01-22,0
"37","China",20-01-22,28
"38","Colombia",20-01-22,0
"39","Congo (Brazzaville)",20-01-22,0
"40","Congo (Kinshasa)",20-01-22,0
"41","Costa Rica",20-01-22,0
"42","Cote d'Ivoire",20-01-22,0
"43","Croatia",20-01-22,0
"44","Cuba",20-01-22,0
"45","Cyprus",20-01-22,0
"46","Czechia",20-01-22,0
"47","Denmark",20-01-22,0
"48","Diamond Princess",20-01-22,0
"49","Djibouti",20-01-22,0
"50","Dominica",20-01-22,0
"51","Dominican Republic",20-01-22,0
"52","Ecuador",20-01-22,0
"53","Egypt",20-01-22,0
"54","El Salvador",20-01-22,0
"55","Equatorial Guinea",20-01-22,0
"56","Eritrea",20-01-22,0
"57","Estonia",20-01-22,0
"58","Eswatini",20-01-22,0
"59","Ethiopia",20-01-22,0
"60","Fiji",20-01-22,0
"61","Finland",20-01-22,0
"62","France",20-01-22,0
"63","Gabon",20-01-22,0
"64","Gambia",20-01-22,0
"65","Georgia",20-01-22,0
"66","Germany",20-01-22,0
"67","Ghana",20-01-22,0
"68","Greece",20-01-22,0
"69","Grenada",20-01-22,0
"70","Guatemala",20-01-22,0
"71","Guinea",20-01-22,0
"72","Guinea-Bissau",20-01-22,0
"73","Guyana",20-01-22,0
"74","Haiti",20-01-22,0
"75","Holy See",20-01-22,0
"76","Honduras",20-01-22,0
"77","Hungary",20-01-22,0
"78","Iceland",20-01-22,0
"79","India",20-01-22,0
"80","Indonesia",20-01-22,0
"81","Iran",20-01-22,0
"82","Iraq",20-01-22,0
"83","Ireland",20-01-22,0
"84","Israel",20-01-22,0
"85","Italy",20-01-22,0
"86","Jamaica",20-01-22,0
"87","Japan",20-01-22,0
"88","Jordan",20-01-22,0
"89","Kazakhstan",20-01-22,0
"90","Kenya",20-01-22,0
"91","Korea, South",20-01-22,0
"92","Kosovo",20-01-22,0
"93","Kuwait",20-01-22,0
"94","Kyrgyzstan",20-01-22,0
"95","Laos",20-01-22,0
"96","Latvia",20-01-22,0
"97","Lebanon",20-01-22,0
"98","Liberia",20-01-22,0
"99","Libya",20-01-22,0
"100","Liechtenstein",20-01-22,0
"101","Lithuania",20-01-22,0
"102","Luxembourg",20-01-22,0
"103","Madagascar",20-01-22,0
"104","Malawi",20-01-22,0
"105","Malaysia",20-01-22,0
"106","Maldives",20-01-22,0
"107","Mali",20-01-22,0
"108","Malta",20-01-22,0
"109","Mauritania",20-01-22,0
"110","Mauritius",20-01-22,0
"111","Mexico",20-01-22,0
"112","Moldova",20-01-22,0
"113","Monaco",20-01-22,0
"114","Mongolia",20-01-22,0
"115","Montenegro",20-01-22,0
"116","Morocco",20-01-22,0
"117","Mozambique",20-01-22,0
"118","MS Zaandam",20-01-22,0
"119","Namibia",20-01-22,0
"120","Nepal",20-01-22,0
"121","Netherlands",20-01-22,0
"122","New Zealand",20-01-22,0
"123","Nicaragua",20-01-22,0
"124","Niger",20-01-22,0
"125","Nigeria",20-01-22,0
"126","North Macedonia",20-01-22,0
"127","Norway",20-01-22,0
"128","Oman",20-01-22,0
"129","Pakistan",20-01-22,0
"130","Panama",20-01-22,0
"131","Papua New Guinea",20-01-22,0
"132","Paraguay",20-01-22,0
"133","Peru",20-01-22,0
"134","Philippines",20-01-22,0
"135","Poland",20-01-22,0
"136","Portugal",20-01-22,0
"137","Qatar",20-01-22,0
"138","Romania",20-01-22,0
"139","Russia",20-01-22,0
"140","Rwanda",20-01-22,0
"141","Saint Kitts and Nevis",20-01-22,0
"142","Saint Lucia",20-01-22,0
"143","Saint Vincent and the Grenadines",20-01-22,0
"144","San Marino",20-01-22,0
"145","Sao Tome and Principe",20-01-22,0
"146","Saudi Arabia",20-01-22,0
"147","Senegal",20-01-22,0
"148","Serbia",20-01-22,0
"149","Seychelles",20-01-22,0
"150","Sierra Leone",20-01-22,0
"151","Singapore",20-01-22,0
"152","Slovakia",20-01-22,0
"153","Slovenia",20-01-22,0
"154","Somalia",20-01-22,0
"155","South Africa",20-01-22,0
"156","South Sudan",20-01-22,0
"157","Spain",20-01-22,0
"158","Sri Lanka",20-01-22,0
"159","Sudan",20-01-22,0
"160","Suriname",20-01-22,0
"161","Sweden",20-01-22,0
"162","Switzerland",20-01-22,0
"163","Syria",20-01-22,0
"164","Taiwan",20-01-22,0
"165","Tanzania",20-01-22,0
"166","Thailand",20-01-22,0
"167","Timor-Leste",20-01-22,0
"168","Togo",20-01-22,0
"169","Trinidad and Tobago",20-01-22,0
"170","Tunisia",20-01-22,0
"171","Turkey",20-01-22,0
"172","Uganda",20-01-22,0
"173","Ukraine",20-01-22,0
"174","United Arab Emirates",20-01-22,0
"175","United Kingdom",20-01-22,0
"176","Uruguay",20-01-22,0
"177","USA",20-01-22,0
"178","Uzbekistan",20-01-22,0
"179","Venezuela",20-01-22,0
"180","Vietnam",20-01-22,0
"181","West Bank and Gaza",20-01-22,0
"182","Western Sahara",20-01-22,0
"183","Yemen",20-01-22,0
"184","Zambia",20-01-22,0
"185","Zimbabwe",20-01-22,0
"186","Afghanistan",20-01-23,0
"187","Albania",20-01-23,0
"188","Algeria",20-01-23,0
"189","Andorra",20-01-23,0
"190","Angola",20-01-23,0
"191","Antigua and Barbuda",20-01-23,0
"192","Argentina",20-01-23,0
"193","Armenia",20-01-23,0
"194","Australia",20-01-23,0
"195","Austria",20-01-23,0
"196","Azerbaijan",20-01-23,0
"197","Bahamas",20-01-23,0
"198","Bahrain",20-01-23,0
"199","Bangladesh",20-01-23,0
"200","Barbados",20-01-23,0
"201","Belarus",20-01-23,0
"202","Belgium",20-01-23,0
"203","Belize",20-01-23,0
"204","Benin",20-01-23,0
"205","Bhutan",20-01-23,0
"206","Bolivia",20-01-23,0
"207","Bosnia and Herzegovina",20-01-23,0
"208","Botswana",20-01-23,0
"209","Brazil",20-01-23,0
"210","Brunei",20-01-23,0
"211","Bulgaria",20-01-23,0
"212","Burkina Faso",20-01-23,0
"213","Burma",20-01-23,0
"214","Burundi",20-01-23,0
"215","Cabo Verde",20-01-23,0
"216","Cambodia",20-01-23,0
"217","Cameroon",20-01-23,0
"218","Canada",20-01-23,0
"219","Central African Republic",20-01-23,0
"220","Chad",20-01-23,0
"221","Chile",20-01-23,0
"222","China",20-01-23,30
"223","Colombia",20-01-23,0
"224","Congo (Brazzaville)",20-01-23,0
"225","Congo (Kinshasa)",20-01-23,0
"226","Costa Rica",20-01-23,0
"227","Cote d'Ivoire",20-01-23,0
"228","Croatia",20-01-23,0
"229","Cuba",20-01-23,0
"230","Cyprus",20-01-23,0
"231","Czechia",20-01-23,0
"232","Denmark",20-01-23,0
"233","Diamond Princess",20-01-23,0
"234","Djibouti",20-01-23,0
"235","Dominica",20-01-23,0
"236","Dominican Republic",20-01-23,0
"237","Ecuador",20-01-23,0
"238","Egypt",20-01-23,0
"239","El Salvador",20-01-23,0
"240","Equatorial Guinea",20-01-23,0
"241","Eritrea",20-01-23,0
"242","Estonia",20-01-23,0
"243","Eswatini",20-01-23,0
"244","Ethiopia",20-01-23,0
"245","Fiji",20-01-23,0
"246","Finland",20-01-23,0
"247","France",20-01-23,0
"248","Gabon",20-01-23,0
"249","Gambia",20-01-23,0
"250","Georgia",20-01-23,0
"251","Germany",20-01-23,0
"252","Ghana",20-01-23,0
"253","Greece",20-01-23,0
"254","Grenada",20-01-23,0
"255","Guatemala",20-01-23,0
"256","Guinea",20-01-23,0
"257","Guinea-Bissau",20-01-23,0
"258","Guyana",20-01-23,0
"259","Haiti",20-01-23,0
"260","Holy See",20-01-23,0
"261","Honduras",20-01-23,0
"262","Hungary",20-01-23,0
"263","Iceland",20-01-23,0
"264","India",20-01-23,0
"265","Indonesia",20-01-23,0
"266","Iran",20-01-23,0
"267","Iraq",20-01-23,0
"268","Ireland",20-01-23,0
"269","Israel",20-01-23,0
"270","Italy",20-01-23,0
"271","Jamaica",20-01-23,0
"272","Japan",20-01-23,0
"273","Jordan",20-01-23,0
"274","Kazakhstan",20-01-23,0
"275","Kenya",20-01-23,0
"276","Korea, South",20-01-23,0
"277","Kosovo",20-01-23,0
"278","Kuwait",20-01-23,0
"279","Kyrgyzstan",20-01-23,0
"280","Laos",20-01-23,0
"281","Latvia",20-01-23,0
"282","Lebanon",20-01-23,0
"283","Liberia",20-01-23,0
"284","Libya",20-01-23,0
"285","Liechtenstein",20-01-23,0
"286","Lithuania",20-01-23,0
"287","Luxembourg",20-01-23,0
"288","Madagascar",20-01-23,0
"289","Malawi",20-01-23,0
"290","Malaysia",20-01-23,0
"291","Maldives",20-01-23,0
"292","Mali",20-01-23,0
"293","Malta",20-01-23,0
"294","Mauritania",20-01-23,0
"295","Mauritius",20-01-23,0
"296","Mexico",20-01-23,0
"297","Moldova",20-01-23,0
"298","Monaco",20-01-23,0
"299","Mongolia",20-01-23,0
"300","Montenegro",20-01-23,0
"301","Morocco",20-01-23,0
"302","Mozambique",20-01-23,0
"303","MS Zaandam",20-01-23,0
"304","Namibia",20-01-23,0
"305","Nepal",20-01-23,0
"306","Netherlands",20-01-23,0
"307","New Zealand",20-01-23,0
"308","Nicaragua",20-01-23,0
"309","Niger",20-01-23,0
"310","Nigeria",20-01-23,0
"311","North Macedonia",20-01-23,0
"312","Norway",20-01-23,0
"313","Oman",20-01-23,0
"314","Pakistan",20-01-23,0
"315","Panama",20-01-23,0
"316","Papua New Guinea",20-01-23,0
"317","Paraguay",20-01-23,0
"318","Peru",20-01-23,0
"319","Philippines",20-01-23,0
"320","Poland",20-01-23,0
"321","Portugal",20-01-23,0
"322","Qatar",20-01-23,0
"323","Romania",20-01-23,0
"324","Russia",20-01-23,0
"325","Rwanda",20-01-23,0
"326","Saint Kitts and Nevis",20-01-23,0
"327","Saint Lucia",20-01-23,0
"328","Saint Vincent and the Grenadines",20-01-23,0
"329","San Marino",20-01-23,0
"330","Sao Tome and Principe",20-01-23,0
"331","Saudi Arabia",20-01-23,0
"332","Senegal",20-01-23,0
"333","Serbia",20-01-23,0
"334","Seychelles",20-01-23,0
"335","Sierra Leone",20-01-23,0
"336","Singapore",20-01-23,0
"337","Slovakia",20-01-23,0
"338","Slovenia",20-01-23,0
"339","Somalia",20-01-23,0
"340","South Africa",20-01-23,0
"341","South Sudan",20-01-23,0
"342","Spain",20-01-23,0
"343","Sri Lanka",20-01-23,0
"344","Sudan",20-01-23,0
"345","Suriname",20-01-23,0
"346","Sweden",20-01-23,0
"347","Switzerland",20-01-23,0
"348","Syria",20-01-23,0
"349","Taiwan",20-01-23,0
"350","Tanzania",20-01-23,0
"351","Thailand",20-01-23,0
"352","Timor-Leste",20-01-23,0
"353","Togo",20-01-23,0
"354","Trinidad and Tobago",20-01-23,0
"355","Tunisia",20-01-23,0
"356","Turkey",20-01-23,0
"357","Uganda",20-01-23,0
"358","Ukraine",20-01-23,0
"359","United Arab Emirates",20-01-23,0
"360","United Kingdom",20-01-23,0
"361","Uruguay",20-01-23,0
"362","USA",20-01-23,0
"363","Uzbekistan",20-01-23,0
"364","Venezuela",20-01-23,0
"365","Vietnam",20-01-23,0
"366","West Bank and Gaza",20-01-23,0
"367","Western Sahara",20-01-23,0
"368","Yemen",20-01-23,0
"369","Zambia",20-01-23,0
"370","Zimbabwe",20-01-23,0
"371","Afghanistan",20-01-24,0
"372","Albania",20-01-24,0
"373","Algeria",20-01-24,0
"374","Andorra",20-01-24,0
"375","Angola",20-01-24,0
"376","Antigua and Barbuda",20-01-24,0
"377","Argentina",20-01-24,0
"378","Armenia",20-01-24,0
"379","Australia",20-01-24,0
"380","Austria",20-01-24,0
"381","Azerbaijan",20-01-24,0
"382","Bahamas",20-01-24,0
"383","Bahrain",20-01-24,0
"384","Bangladesh",20-01-24,0
"385","Barbados",20-01-24,0
"386","Belarus",20-01-24,0
"387","Belgium",20-01-24,0
"388","Belize",20-01-24,0
"389","Benin",20-01-24,0
"390","Bhutan",20-01-24,0
"391","Bolivia",20-01-24,0
"392","Bosnia and Herzegovina",20-01-24,0
"393","Botswana",20-01-24,0
"394","Brazil",20-01-24,0
"395","Brunei",20-01-24,0
"396","Bulgaria",20-01-24,0
"397","Burkina Faso",20-01-24,0
"398","Burma",20-01-24,0
"399","Burundi",20-01-24,0
"400","Cabo Verde",20-01-24,0
"401","Cambodia",20-01-24,0
"402","Cameroon",20-01-24,0
"403","Canada",20-01-24,0
"404","Central African Republic",20-01-24,0
"405","Chad",20-01-24,0
"406","Chile",20-01-24,0
"407","China",20-01-24,36
"408","Colombia",20-01-24,0
"409","Congo (Brazzaville)",20-01-24,0
"410","Congo (Kinshasa)",20-01-24,0
"411","Costa Rica",20-01-24,0
"412","Cote d'Ivoire",20-01-24,0
"413","Croatia",20-01-24,0
"414","Cuba",20-01-24,0
"415","Cyprus",20-01-24,0
"416","Czechia",20-01-24,0
"417","Denmark",20-01-24,0
"418","Diamond Princess",20-01-24,0
"419","Djibouti",20-01-24,0
"420","Dominica",20-01-24,0
"421","Dominican Republic",20-01-24,0
"422","Ecuador",20-01-24,0
"423","Egypt",20-01-24,0
"424","El Salvador",20-01-24,0
"425","Equatorial Guinea",20-01-24,0
"426","Eritrea",20-01-24,0
"427","Estonia",20-01-24,0
"428","Eswatini",20-01-24,0
"429","Ethiopia",20-01-24,0
"430","Fiji",20-01-24,0
"431","Finland",20-01-24,0
"432","France",20-01-24,0
"433","Gabon",20-01-24,0
"434","Gambia",20-01-24,0
"435","Georgia",20-01-24,0
"436","Germany",20-01-24,0
"437","Ghana",20-01-24,0
"438","Greece",20-01-24,0
"439","Grenada",20-01-24,0
"440","Guatemala",20-01-24,0
"441","Guinea",20-01-24,0
"442","Guinea-Bissau",20-01-24,0
"443","Guyana",20-01-24,0
"444","Haiti",20-01-24,0
"445","Holy See",20-01-24,0
"446","Honduras",20-01-24,0
"447","Hungary",20-01-24,0
"448","Iceland",20-01-24,0
"449","India",20-01-24,0
"450","Indonesia",20-01-24,0
"451","Iran",20-01-24,0
"452","Iraq",20-01-24,0
"453","Ireland",20-01-24,0
"454","Israel",20-01-24,0
"455","Italy",20-01-24,0
"456","Jamaica",20-01-24,0
"457","Japan",20-01-24,0
"458","Jordan",20-01-24,0
"459","Kazakhstan",20-01-24,0
"460","Kenya",20-01-24,0
"461","Korea, South",20-01-24,0
"462","Kosovo",20-01-24,0
"463","Kuwait",20-01-24,0
"464","Kyrgyzstan",20-01-24,0
"465","Laos",20-01-24,0
"466","Latvia",20-01-24,0
"467","Lebanon",20-01-24,0
"468","Liberia",20-01-24,0
"469","Libya",20-01-24,0
"470","Liechtenstein",20-01-24,0
"471","Lithuania",20-01-24,0
"472","Luxembourg",20-01-24,0
"473","Madagascar",20-01-24,0
"474","Malawi",20-01-24,0
"475","Malaysia",20-01-24,0
"476","Maldives",20-01-24,0
"477","Mali",20-01-24,0
"478","Malta",20-01-24,0
"479","Mauritania",20-01-24,0
"480","Mauritius",20-01-24,0
"481","Mexico",20-01-24,0
"482","Moldova",20-01-24,0
"483","Monaco",20-01-24,0
"484","Mongolia",20-01-24,0
"485","Montenegro",20-01-24,0
"486","Morocco",20-01-24,0
"487","Mozambique",20-01-24,0
"488","MS Zaandam",20-01-24,0
"489","Namibia",20-01-24,0
"490","Nepal",20-01-24,0
"491","Netherlands",20-01-24,0
"492","New Zealand",20-01-24,0
"493","Nicaragua",20-01-24,0
"494","Niger",20-01-24,0
"495","Nigeria",20-01-24,0
"496","North Macedonia",20-01-24,0
"497","Norway",20-01-24,0
"498","Oman",20-01-24,0
"499","Pakistan",20-01-24,0
"500","Panama",20-01-24,0
"501","Papua New Guinea",20-01-24,0
"502","Paraguay",20-01-24,0
"503","Peru",20-01-24,0
"504","Philippines",20-01-24,0
"505","Poland",20-01-24,0
"506","Portugal",20-01-24,0
"507","Qatar",20-01-24,0
"508","Romania",20-01-24,0
"509","Russia",20-01-24,0
"510","Rwanda",20-01-24,0
"511","Saint Kitts and Nevis",20-01-24,0
"512","Saint Lucia",20-01-24,0
"513","Saint Vincent and the Grenadines",20-01-24,0
"514","San Marino",20-01-24,0
"515","Sao Tome and Principe",20-01-24,0
"516","Saudi Arabia",20-01-24,0
"517","Senegal",20-01-24,0
"518","Serbia",20-01-24,0
"519","Seychelles",20-01-24,0
"520","Sierra Leone",20-01-24,0
"521","Singapore",20-01-24,0
"522","Slovakia",20-01-24,0
"523","Slovenia",20-01-24,0
"524","Somalia",20-01-24,0
"525","South Africa",20-01-24,0
"526","South Sudan",20-01-24,0
"527","Spain",20-01-24,0
"528","Sri Lanka",20-01-24,0
"529","Sudan",20-01-24,0
"530","Suriname",20-01-24,0
"531","Sweden",20-01-24,0
"532","Switzerland",20-01-24,0
"533","Syria",20-01-24,0
"534","Taiwan",20-01-24,0
"535","Tanzania",20-01-24,0
"536","Thailand",20-01-24,0
"537","Timor-Leste",20-01-24,0
"538","Togo",20-01-24,0
"539","Trinidad and Tobago",20-01-24,0
"540","Tunisia",20-01-24,0
"541","Turkey",20-01-24,0
"542","Uganda",20-01-24,0
"543","Ukraine",20-01-24,0
"544","United Arab Emirates",20-01-24,0
"545","United Kingdom",20-01-24,0
"546","Uruguay",20-01-24,0
"547","USA",20-01-24,0
"548","Uzbekistan",20-01-24,0
"549","Venezuela",20-01-24,0
"550","Vietnam",20-01-24,0
"551","West Bank and Gaza",20-01-24,0
"552","Western Sahara",20-01-24,0
"553","Yemen",20-01-24,0
"554","Zambia",20-01-24,0
"555","Zimbabwe",20-01-24,0
"556","Afghanistan",20-01-25,0
"557","Albania",20-01-25,0
"558","Algeria",20-01-25,0
"559","Andorra",20-01-25,0
"560","Angola",20-01-25,0
"561","Antigua and Barbuda",20-01-25,0
"562","Argentina",20-01-25,0
"563","Armenia",20-01-25,0
"564","Australia",20-01-25,0
"565","Austria",20-01-25,0
"566","Azerbaijan",20-01-25,0
"567","Bahamas",20-01-25,0
"568","Bahrain",20-01-25,0
"569","Bangladesh",20-01-25,0
"570","Barbados",20-01-25,0
"571","Belarus",20-01-25,0
"572","Belgium",20-01-25,0
"573","Belize",20-01-25,0
"574","Benin",20-01-25,0
"575","Bhutan",20-01-25,0
"576","Bolivia",20-01-25,0
"577","Bosnia and Herzegovina",20-01-25,0
"578","Botswana",20-01-25,0
"579","Brazil",20-01-25,0
"580","Brunei",20-01-25,0
"581","Bulgaria",20-01-25,0
"582","Burkina Faso",20-01-25,0
"583","Burma",20-01-25,0
"584","Burundi",20-01-25,0
"585","Cabo Verde",20-01-25,0
"586","Cambodia",20-01-25,0
"587","Cameroon",20-01-25,0
"588","Canada",20-01-25,0
"589","Central African Republic",20-01-25,0
"590","Chad",20-01-25,0
"591","Chile",20-01-25,0
"592","China",20-01-25,39
"593","Colombia",20-01-25,0
"594","Congo (Brazzaville)",20-01-25,0
"595","Congo (Kinshasa)",20-01-25,0
"596","Costa Rica",20-01-25,0
"597","Cote d'Ivoire",20-01-25,0
"598","Croatia",20-01-25,0
"599","Cuba",20-01-25,0
"600","Cyprus",20-01-25,0
"601","Czechia",20-01-25,0
"602","Denmark",20-01-25,0
"603","Diamond Princess",20-01-25,0
"604","Djibouti",20-01-25,0
"605","Dominica",20-01-25,0
"606","Dominican Republic",20-01-25,0
"607","Ecuador",20-01-25,0
"608","Egypt",20-01-25,0
"609","El Salvador",20-01-25,0
"610","Equatorial Guinea",20-01-25,0
"611","Eritrea",20-01-25,0
"612","Estonia",20-01-25,0
"613","Eswatini",20-01-25,0
"614","Ethiopia",20-01-25,0
"615","Fiji",20-01-25,0
"616","Finland",20-01-25,0
"617","France",20-01-25,0
"618","Gabon",20-01-25,0
"619","Gambia",20-01-25,0
"620","Georgia",20-01-25,0
"621","Germany",20-01-25,0
"622","Ghana",20-01-25,0
"623","Greece",20-01-25,0
"624","Grenada",20-01-25,0
"625","Guatemala",20-01-25,0
"626","Guinea",20-01-25,0
"627","Guinea-Bissau",20-01-25,0
"628","Guyana",20-01-25,0
"629","Haiti",20-01-25,0
"630","Holy See",20-01-25,0
"631","Honduras",20-01-25,0
"632","Hungary",20-01-25,0
"633","Iceland",20-01-25,0
"634","India",20-01-25,0
"635","Indonesia",20-01-25,0
"636","Iran",20-01-25,0
"637","Iraq",20-01-25,0
"638","Ireland",20-01-25,0
"639","Israel",20-01-25,0
"640","Italy",20-01-25,0
"641","Jamaica",20-01-25,0
"642","Japan",20-01-25,0
"643","Jordan",20-01-25,0
"644","Kazakhstan",20-01-25,0
"645","Kenya",20-01-25,0
"646","Korea, South",20-01-25,0
"647","Kosovo",20-01-25,0
"648","Kuwait",20-01-25,0
"649","Kyrgyzstan",20-01-25,0
"650","Laos",20-01-25,0
"651","Latvia",20-01-25,0
"652","Lebanon",20-01-25,0
"653","Liberia",20-01-25,0
"654","Libya",20-01-25,0
"655","Liechtenstein",20-01-25,0
"656","Lithuania",20-01-25,0
"657","Luxembourg",20-01-25,0
"658","Madagascar",20-01-25,0
"659","Malawi",20-01-25,0
"660","Malaysia",20-01-25,0
"661","Maldives",20-01-25,0
"662","Mali",20-01-25,0
"663","Malta",20-01-25,0
"664","Mauritania",20-01-25,0
"665","Mauritius",20-01-25,0
"666","Mexico",20-01-25,0
"667","Moldova",20-01-25,0
"668","Monaco",20-01-25,0
"669","Mongolia",20-01-25,0
"670","Montenegro",20-01-25,0
"671","Morocco",20-01-25,0
"672","Mozambique",20-01-25,0
"673","MS Zaandam",20-01-25,0
"674","Namibia",20-01-25,0
"675","Nepal",20-01-25,0
"676","Netherlands",20-01-25,0
"677","New Zealand",20-01-25,0
"678","Nicaragua",20-01-25,0
"679","Niger",20-01-25,0
"680","Nigeria",20-01-25,0
"681","North Macedonia",20-01-25,0
"682","Norway",20-01-25,0
"683","Oman",20-01-25,0
"684","Pakistan",20-01-25,0
"685","Panama",20-01-25,0
"686","Papua New Guinea",20-01-25,0
"687","Paraguay",20-01-25,0
"688","Peru",20-01-25,0
"689","Philippines",20-01-25,0
"690","Poland",20-01-25,0
"691","Portugal",20-01-25,0
"692","Qatar",20-01-25,0
"693","Romania",20-01-25,0
"694","Russia",20-01-25,0
"695","Rwanda",20-01-25,0
"696","Saint Kitts and Nevis",20-01-25,0
"697","Saint Lucia",20-01-25,0
"698","Saint Vincent and the Grenadines",20-01-25,0
"699","San Marino",20-01-25,0
"700","Sao Tome and Principe",20-01-25,0
"701","Saudi Arabia",20-01-25,0
"702","Senegal",20-01-25,0
"703","Serbia",20-01-25,0
"704","Seychelles",20-01-25,0
"705","Sierra Leone",20-01-25,0
"706","Singapore",20-01-25,0
"707","Slovakia",20-01-25,0
"708","Slovenia",20-01-25,0
"709","Somalia",20-01-25,0
"710","South Africa",20-01-25,0
"711","South Sudan",20-01-25,0
"712","Spain",20-01-25,0
"713","Sri Lanka",20-01-25,0
"714","Sudan",20-01-25,0
"715","Suriname",20-01-25,0
"716","Sweden",20-01-25,0
"717","Switzerland",20-01-25,0
"718","Syria",20-01-25,0
"719","Taiwan",20-01-25,0
"720","Tanzania",20-01-25,0
"721","Thailand",20-01-25,0
"722","Timor-Leste",20-01-25,0
"723","Togo",20-01-25,0
"724","Trinidad and Tobago",20-01-25,0
"725","Tunisia",20-01-25,0
"726","Turkey",20-01-25,0
"727","Uganda",20-01-25,0
"728","Ukraine",20-01-25,0
"729","United Arab Emirates",20-01-25,0
"730","United Kingdom",20-01-25,0
"731","Uruguay",20-01-25,0
"732","USA",20-01-25,0
"733","Uzbekistan",20-01-25,0
"734","Venezuela",20-01-25,0
"735","Vietnam",20-01-25,0
"736","West Bank and Gaza",20-01-25,0
"737","Western Sahara",20-01-25,0
"738","Yemen",20-01-25,0
"739","Zambia",20-01-25,0
"740","Zimbabwe",20-01-25,0
"741","Afghanistan",20-01-26,0
"742","Albania",20-01-26,0
"743","Algeria",20-01-26,0
"744","Andorra",20-01-26,0
"745","Angola",20-01-26,0
"746","Antigua and Barbuda",20-01-26,0
"747","Argentina",20-01-26,0
"748","Armenia",20-01-26,0
"749","Australia",20-01-26,0
"750","Austria",20-01-26,0
"751","Azerbaijan",20-01-26,0
"752","Bahamas",20-01-26,0
"753","Bahrain",20-01-26,0
"754","Bangladesh",20-01-26,0
"755","Barbados",20-01-26,0
"756","Belarus",20-01-26,0
"757","Belgium",20-01-26,0
"758","Belize",20-01-26,0
"759","Benin",20-01-26,0
"760","Bhutan",20-01-26,0
"761","Bolivia",20-01-26,0
"762","Bosnia and Herzegovina",20-01-26,0
"763","Botswana",20-01-26,0
"764","Brazil",20-01-26,0
"765","Brunei",20-01-26,0
"766","Bulgaria",20-01-26,0
"767","Burkina Faso",20-01-26,0
"768","Burma",20-01-26,0
"769","Burundi",20-01-26,0
"770","Cabo Verde",20-01-26,0
"771","Cambodia",20-01-26,0
"772","Cameroon",20-01-26,0
"773","Canada",20-01-26,0
"774","Central African Republic",20-01-26,0
"775","Chad",20-01-26,0
"776","Chile",20-01-26,0
"777","China",20-01-26,49
"778","Colombia",20-01-26,0
"779","Congo (Brazzaville)",20-01-26,0
"780","Congo (Kinshasa)",20-01-26,0
"781","Costa Rica",20-01-26,0
"782","Cote d'Ivoire",20-01-26,0
"783","Croatia",20-01-26,0
"784","Cuba",20-01-26,0
"785","Cyprus",20-01-26,0
"786","Czechia",20-01-26,0
"787","Denmark",20-01-26,0
"788","Diamond Princess",20-01-26,0
"789","Djibouti",20-01-26,0
"790","Dominica",20-01-26,0
"791","Dominican Republic",20-01-26,0
"792","Ecuador",20-01-26,0
"793","Egypt",20-01-26,0
"794","El Salvador",20-01-26,0
"795","Equatorial Guinea",20-01-26,0
"796","Eritrea",20-01-26,0
"797","Estonia",20-01-26,0
"798","Eswatini",20-01-26,0
"799","Ethiopia",20-01-26,0
"800","Fiji",20-01-26,0
"801","Finland",20-01-26,0
"802","France",20-01-26,0
"803","Gabon",20-01-26,0
"804","Gambia",20-01-26,0
"805","Georgia",20-01-26,0
"806","Germany",20-01-26,0
"807","Ghana",20-01-26,0
"808","Greece",20-01-26,0
"809","Grenada",20-01-26,0
"810","Guatemala",20-01-26,0
"811","Guinea",20-01-26,0
"812","Guinea-Bissau",20-01-26,0
"813","Guyana",20-01-26,0
"814","Haiti",20-01-26,0
"815","Holy See",20-01-26,0
"816","Honduras",20-01-26,0
"817","Hungary",20-01-26,0
"818","Iceland",20-01-26,0
"819","India",20-01-26,0
"820","Indonesia",20-01-26,0
"821","Iran",20-01-26,0
"822","Iraq",20-01-26,0
"823","Ireland",20-01-26,0
"824","Israel",20-01-26,0
"825","Italy",20-01-26,0
"826","Jamaica",20-01-26,0
"827","Japan",20-01-26,1
"828","Jordan",20-01-26,0
"829","Kazakhstan",20-01-26,0
